Incident ID,Incident Date,state,City_Or_County,Address,n_killed,n_injured
2202397,1/1/2022,Indiana,Indianapolis,3800 block of N Temple Ave,0,1
2202390,1/1/2022,Michigan,Detroit,Joy Rd and Prest St,0,1
2205160,1/1/2022,North Carolina,Summerfield,Spotswood Rd and Ashview Ct,0,1
2211626,1/1/2022,Kansas,Lawrence,1837 N 1500 Rd,0,1
2206646,1/1/2022,Oklahoma,Oklahoma City,S McKinley Ave and SW 27th St,1,1
2202384,1/1/2022,Illinois,Chicago,3100 block of N Central Ave,0,1
2202206,1/1/2022,Virginia,Portsmouth,4020 Victory Blvd,0,1
2202519,1/1/2022,Indiana,Indianapolis,2200 block of W Walnut St,1,0
2202025,1/1/2022,Missouri,Columbia,122 S 9th St,0,4
2202210,1/1/2022,Virginia,Norfolk,1200 block of Lead St,1,0
2203581,1/1/2022,Virginia,Woodbridge,15201 Potomac Town Pl,0,1
2204355,1/1/2022,Tennessee,Afton,1665 Bill Jones Rd,0,1
2202148,1/1/2022,Tennessee,Memphis,3150 S Perkins Rd,0,2
2202187,1/1/2022,Virginia,Moneta,14807 Moneta Rd,1,0
2222169,1/1/2022,Tennessee,Cordova,Purple Leaf Ln,0,2
2202156,1/1/2022,Tennessee,Cordova,1400 block of Archstone Dr,1,0
2201651,1/1/2022,Pennsylvania,Philadelphia,3900 block of Frankford Ave,0,3
2204263,1/1/2022,Tennessee,Dyersburg,Light St,1,0
2202296,1/1/2022,Illinois,Rockford,3300 block of Sunnyside Ave,0,1
2202294,1/1/2022,New Jersey,Hillside,100 block of Valleyview Rd,0,1
2208526,1/1/2022,Virginia,Virginia Beach,Malibu Palms Dr,0,1
2201619,1/1/2022,Pennsylvania,Pittsburgh,1300 block of Wood St,1,0
2202765,1/1/2022,Alabama,Montgomery,Mobile Rd and Beecher St,1,0
2202251,1/1/2022,Illinois,Rockford,Tacoma Ave,0,1
2205807,1/1/2022,Virginia,Richmond,North Ave,1,0
2201682,1/1/2022,Illinois,Chicago,6000 block of S Bishop St,1,0
2201819,1/1/2022,Illinois,Chicago,1000 block of N Hamlin Ave,1,0
2202286,1/1/2022,Illinois,Rockford,800 block of Royal Ave,0,1
2204232,1/1/2022,Mississippi,Jackson,Old Canton Rd and Parkway Dr,0,1
2202855,1/1/2022,Virginia,Petersburg,1200 block of Commerce St,0,2
2205797,1/1/2022,Virginia,Richmond,Cedar St,0,1
2202450,1/1/2022,Louisiana,New Orleans,Decatur St and Spain St,0,1
2202021,1/1/2022,Oregon,Portland,4439 NE 131st Pl,2,1
2202836,1/1/2022,North Carolina,Durham,4515 NC-55,0,1
2202087,1/1/2022,Pennsylvania,Pittsburgh,1700 block of E Carson St,0,3
2202826,1/1/2022,Louisiana,New Orleans (Algiers),1400 block of Sumner St,0,1
2202888,1/1/2022,Missouri,Saint Joseph,1101 Randolph St,1,0
2201834,1/1/2022,Maryland,Baltimore,3600 block of Gelston Dr,2,1
2202592,1/1/2022,California,Mc Farland (Mcfarland),E Sherwood Ave and San Lucas St,0,1
2202669,1/1/2022,Florida,Tallahassee,800 Block of Okaloosa St,1,0
2203425,1/1/2022,Tennessee,Chattanooga,1400 block of Ivy St,0,1
2201638,1/1/2022,Connecticut,Bridgeport,40 Logan St,0,1
2202661,1/1/2022,Florida,Haines City,N 12th St and Ave I,1,0
2202808,1/1/2022,North Carolina,Greensboro,N/A,0,1
2202195,1/1/2022,District of Columbia,Washington,Georgia Ave NW and Kennedy St NW,0,2
2201754,1/1/2022,Florida,Sarasota,1429 Main St,1,0
2202676,1/1/2022,Nevada,Las Vegas,3200 block of E Flamingo Rd,1,0
2202790,1/1/2022,California,Salida,4200 block of San Martin Ct,1,0
2201635,1/1/2022,Pennsylvania,Philadelphia,W Cambria St and N 8th St,0,2
2203482,1/1/2022,Maryland,Elkton,262 Belle Hill Rd,1,0
2202231,1/1/2022,Kentucky,Louisville,Smyrna Pkwy and Outer Loop,1,0
2202172,1/1/2022,Pennsylvania,Philadelphia,Torresdale Ave and Howell St,0,1
2202170,1/1/2022,California,Santa Clarita,28200 block of Florabunda Rd,0,1
2201704,1/1/2022,Ohio,Canton,2300 block of 10th St,1,0
2201789,1/1/2022,Maryland,Clinton,6000 block of Plata St,1,0
2202769,1/1/2022,Georgia,Atlanta,2909 Campbellton Rd,0,1
2201844,1/1/2022,North Carolina,Durham,1800 block of Cheek Rd,0,1
2202135,1/1/2022,Illinois,Westmont,430 E Ogden Ave,0,2
2201629,1/1/2022,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4
2202080,1/1/2022,Wisconsin,Milwaukee,100 block of W Wisconsin Ave,0,1
2202085,1/1/2022,Wisconsin,Milwaukee,5900 block of N 62nd St,0,1
2202096,1/1/2022,Wisconsin,Milwaukee,2800 block of N 20th St,1,0
2202105,1/1/2022,Wisconsin,Milwaukee,4900 block of W Villard Ave,0,1
2202757,1/1/2022,Georgia,Savannah,2000 block of Texas Ave,0,1
2202752,1/1/2022,Alabama,Mobile,600 S Washington Ave,1,0
2204852,1/1/2022,Alabama,Shorter,540 Main St,1,0
2202064,1/1/2022,Washington,Seattle,N/A,0,1
2201995,1/1/2022,Louisiana,Shreveport,3400 block of Gorton Rd,0,1
2202050,1/1/2022,Louisiana,Shreveport,4200 block of Greenwood Lane,0,1
2223769,1/1/2022,Texas,San Antonio (Live Oak),7249 Rimwood St,1,0
2202045,1/1/2022,Texas,San Antonio,5138 UTSA Blvd,0,1
2202472,1/1/2022,Alabama,Birmingham,300 block of 24th St S,1,0
2204129,1/1/2022,Texas,Laredo,4500 block of Emma Ln,0,1
2203291,1/1/2022,Texas,Poteet,500 block of Amphion Rd,1,0
2202031,1/1/2022,Illinois,Peoria,3400 block of W Oakcrest Ave,0,1
2204807,1/1/2022,Hawaii,Waianae,Jade St,0,2
2211345,1/1/2022,New York,New York (Manhattan),W 38th St and 10th Ave,0,1
2202803,1/1/2022,North Carolina,Grimesland,3340 Alvin Rd,1,0
2201874,1/1/2022,Indiana,Fort Wayne,10000 block of Hickory Tree Rd,1,0
2210307,1/1/2022,Ohio,Toledo,1700 block Clinton St,0,1
2216846,1/1/2022,Ohio,Cleveland,N/A,0,1
2204803,1/1/2022,Texas,Mcallen,N/A,1,0
2202715,1/1/2022,Maryland,Baltimore,2000 block of N Broadway,0,1
2216844,1/1/2022,Ohio,Cleveland,8000 block of Jones Rd,0,1
2216839,1/1/2022,Ohio,Cleveland,Woodland Ave and E 112th St,0,2
2216835,1/1/2022,Ohio,Cleveland,E 78th St and Cedar Ave,0,1
2216833,1/1/2022,Ohio,Cleveland,10100 block of Hilgert Dr,0,1
2204101,1/1/2022,South Carolina,Cayce,Circle Dr,2,0
2204097,1/1/2022,South Carolina,Lamar,Bo Smith Rd,0,1
2204089,1/1/2022,Texas,Houston,8600 Westpark Tollway,0,3
2201641,1/1/2022,Wisconsin,Kenosha,1708 52nd St,1,3
2202682,1/1/2022,District of Columbia,Washington,New York Ave NE and Florida Ave NE,0,1
2202001,1/1/2022,Illinois,Peoria,2000 block of SW Adams St,2,2
2202504,1/1/2022,Nevada,Reno,1280 Gentry Way,1,0
2203216,1/1/2022,New Hampshire,Sullivan,Valley Rd,0,1
2201876,1/1/2022,South Carolina,Dillon,3261 Hwy 9,0,5
2201979,1/1/2022,South Carolina,Dillon,102 SC-301,0,1
2268070,1/1/2022,Washington,Seattle,1400 block of 3rd Ave,0,1
2203202,1/1/2022,Florida,Ocala,4001 W Silver Springs Blvd,1,0
2202414,1/1/2022,Wisconsin,Milwaukee,N 26th St and W Roosevelt Dr,0,1
2204069,1/1/2022,Texas,Houston,17435 Imperial Valley Dr,0,1
2202672,1/1/2022,Wisconsin,Milwaukee,N 46th St and W Locust St,0,1
2202073,1/1/2022,Washington,Seattle,172 S Washington St,0,1
2201953,1/1/2022,North Carolina,Greensboro,Huntley Ct,0,1
2201942,1/1/2022,Ohio,Cincinnati,1500 block of Summit Rd,1,0
2202107,1/1/2022,Wisconsin,Milwaukee,6000 block of N Sherman Blvd,0,1
2203162,1/1/2022,Texas,Beaumont,2300 block of Taylor St,1,0
2201925,1/1/2022,Ohio,Columbus,3000 block of Sterling Ln,0,1
2201919,1/1/2022,Kentucky,Louisville,4300 block of Lynnview Dr,0,1
2202614,1/1/2022,Florida,Orlando,Cinderlane Pkwy and Rosewood Way,0,3
2201911,1/1/2022,North Carolina,Charlotte,N Tryon St,0,1
2204027,1/1/2022,South Carolina,Aiken,700 block of Chime Bell Church Rd,0,1
2204022,1/1/2022,Texas,Arlington,2000 block of Springcrest Dr,0,1
2202597,1/1/2022,California,Oakland,1400 block of 34th St,1,0
2202646,1/1/2022,California,Sacramento,7300 block of Berna Way,1,0
2202582,1/1/2022,Florida,Jacksonville,2100 block of W 40th St,0,1
2204656,1/1/2022,Florida,Gainesville,SW 68th Terrace,1,0
2201863,1/1/2022,Indiana,Muncie,1600 block of W University Ave,0,1
2201848,1/1/2022,Indiana,South Bend,1500 block of S Miami St,0,4
2201846,1/1/2022,North Carolina,Durham,2900 block of Carolyn Dr,0,1
2201831,1/1/2022,Georgia,Atlanta,600 Martin St,0,1
2201838,1/1/2022,Maryland,Baltimore,N/A,0,1
2201826,1/1/2022,Maryland,Baltimore,1600 block of N Pulaski St,0,1
2202866,1/1/2022,Ohio,Elyria,2 Kerstetter Way,1,0
2202476,1/1/2022,Arizona,Phoenix (Ahwatukee),34th St and Chandler Blvd,1,0
2216842,1/1/2022,Ohio,Cleveland,E 150th St and Kinsman Rd,1,0
2201625,1/1/2022,Pennsylvania,Philadelphia,100 block of E Luray St,1,2
2201817,1/1/2022,Illinois,Chicago,4300 S Kedzie Ave,0,1
2201815,1/1/2022,Illinois,Chicago,2300 block of E 81st St,0,1
2201813,1/1/2022,Massachusetts,Boston,63 Cheney St,0,1
2201807,1/1/2022,Illinois,Chicago,3400 block of W Fulton Blvd,0,1
2203909,1/1/2022,Texas,Houston,3322 Yellowstone Blvd,0,1
2201802,1/1/2022,California,Terra Bella,Rd 237 and Pepper Ave,0,2
2201799,1/1/2022,Illinois,Chicago,5100 Block of W Washington Blvd,0,1
2202536,1/1/2022,Indiana,Gary,Polk St,0,1
2202534,1/1/2022,Indiana,Gary,6800 block of W 25th Ave,0,1
2201791,1/1/2022,Illinois,Chicago,6100 block of S Wabash Ave,0,1
2201787,1/1/2022,Illinois,Chicago,3900 block of W Monroe St,0,1
2202494,1/1/2022,Nevada,Las Vegas,Ogden Ave and 13th St,1,0
2201738,1/1/2022,Texas,Houston,11786 S Wilcrest Dr,1,2
2201785,1/1/2022,District of Columbia,Washington,3900 block of 14th St NW,0,1
2201783,1/1/2022,Illinois,Chicago,4800 block of S Calumet Ave,0,1
2201771,1/1/2022,Washington,Tacoma (Parkland),Wheeler St S and Ainsworth Ave S,1,0
2203186,1/1/2022,Texas,Mission,3200 block of Abram Rd,0,1
2201767,1/1/2022,New York,New York (Manhattan),2205 1st Ave,0,1
2201762,1/1/2022,New York,Bronx,505 West 181st St,0,1
2227793,1/1/2022,Ohio,Columbus,800 block of Bear Dr,0,1
2227790,1/1/2022,Ohio,Columbus,2000 block of Fairmont Ave,0,1
2202529,1/1/2022,Indiana,Indianapolis,100 block of N Dequincy St,0,2
2202526,1/1/2022,Indiana,Indianapolis,N/A,0,1
2201750,1/1/2022,Virginia,Richmond,6300 block of Hull Street Rd,0,1
2201748,1/1/2022,Virginia,Richmond,2100 block of Dinwiddie Ave,0,1
2202523,1/1/2022,Indiana,Indianapolis,1900 block of Lisa Walk Dr,0,1
2202521,1/1/2022,Indiana,Indianapolis,Ruth Dr and N Keystone Ave,0,1
2202482,1/1/2022,Arizona,Scottsdale,N 68th St and E McDowell Rd,0,2
2201891,1/1/2022,Connecticut,New Haven,900 block of Chapel St,0,1
2202377,1/1/2022,Illinois,Chicago,4700 block of W Jackson Blvd,0,2
2201710,1/1/2022,Illinois,Chicago,5138 S Indiana Ave,0,2
2203899,1/1/2022,Florida,Boynton Beach,5020 Ashley Lake Dr,0,1
2201661,1/1/2022,Florida,Jacksonville,8600 block of Lem Turner Rd,0,1
2202557,1/1/2022,Florida,Cape Coral,4240 SE 20th Place,1,0
2202516,1/1/2022,Illinois,Chicago,600 block of E 51st St,0,1
2202052,1/1/2022,Louisiana,Shreveport,347 E 72nd St,1,0
2202510,1/1/2022,Illinois,Chicago,1000 block of N Lawndale Ave,0,1
2202805,1/1/2022,Texas,Lubbock,910 E Slaton Rd,1,0
2203034,1/1/2022,Washington,Seattle,1400 block of 3rd Ave,0,1
2202506,1/1/2022,Oregon,Portland,700 block of SE 187th Ave,1,0
2203813,1/1/2022,New York,Rochester,Hawley St and Reynolds St,0,1
2206722,1/1/2022,Arkansas,New Edinburg,School St,1,0
2203557,1/1/2022,New Jersey,Bridgeton,205 Cottage Ave,0,2
2202637,1/1/2022,Wisconsin,Milwaukee,W Capitol Dr and N 42nd St,0,2
2210309,1/1/2022,Ohio,Toledo,5700 block of Telegraph Rd,0,1
2201894,1/1/2022,New York,New York (Manhattan),120 E 119th St,0,1
2210302,1/1/2022,Ohio,Toledo,855 S Holland Sylvania Rd,0,1
2202118,1/1/2022,Connecticut,Hartford,735 Wethersfield Ave,0,1
2203742,1/1/2022,Ohio,Gallipolis,3014 Bulaville Pike,1,0
2202114,1/1/2022,Connecticut,Hartford,408 New Britain Ave,0,1
2202468,1/1/2022,Louisiana,Baton Rouge,69th Ave,0,1
2203009,1/1/2022,Alabama,Montgomery,1400 block of Pheasant Dr,0,1
2203007,1/1/2022,Alabama,Montgomery,4900 block of Plaza Dr,0,1
2203005,1/1/2022,Alabama,Montgomery,1600 block of E Shirley Ln,0,1
2201621,1/1/2022,Virginia,Spring Grove,8600 block of Ellis Rd,2,0
2203003,1/1/2022,Alabama,Montgomery,3300 block of Norman Bridge Rd,0,1
2202457,1/1/2022,Alabama,Opelika,600 Block of Edmon Ave,1,1
2202712,1/1/2022,Pennsylvania,Belle Vernon,Rostraver Rd and Virginia Dr,1,0
2203752,1/1/2022,Pennsylvania,Johnstown,600 block of Wood St,1,0
2203750,1/1/2022,Alabama,Montgomery,3800 block of S Court St,1,0
2202951,1/1/2022,Louisiana,Jonesboro,Barnett St,1,0
2201769,1/1/2022,California,Temple City,9200 block of Pentland St,2,0
2202453,1/1/2022,Louisiana,New Orleans,Edgelake Ct,0,1
2203399,1/1/2022,Tennessee,Nashville,1418 Church St,0,1
2203706,1/1/2022,Tennessee,Memphis,Walnut Grove Rd,1,0
2203308,1/1/2022,Michigan,Flint,Leith St and Iowa Ave,1,0
2202417,1/1/2022,Missouri,Saint Louis,504 Bates St,1,0
2202168,1/1/2022,Tennessee,Chattanooga,2200 block of Wilcox Blvd,1,0
2203126,1/1/2022,Vermont,Derby Line,School Rd,0,2
2202470,1/1/2022,Alabama,Birmingham,824 Cable Car Ct,1,0
2208658,1/1/2022,New York,Syracuse,100 block of Lawrence St,0,1
2202447,1/1/2022,Colorado,Colorado Springs,2500 block of E Platte Ave,0,1
2204411,1/1/2022,Kentucky,Louisville,3952 Bardstown Rd,0,2
2202126,1/1/2022,Georgia,Auburn,N/A,1,3
2202438,1/1/2022,Missouri,Saint Louis,7100 block of Field Ave,0,1
2201883,1/1/2022,Texas,Wichita Falls,4800 Brookdale Dr,0,2
2202419,1/1/2022,Michigan,Detroit,19300 block of Eureka St,1,0
2202612,1/1/2022,California,Los Angeles,E Washington Blvd and Long Beach Ave,1,0
2203660,1/1/2022,New York,Newburgh,45 South Lander St,0,1
2202424,1/1/2022,Arkansas,Ward,Cocklebur Rd,1,2
2201648,1/1/2022,New York,Buffalo,Elmer Ave,2,0
2201677,1/1/2022,Colorado,Denver,1919 Blake St,2,2
2201741,1/1/2022,New York,Rochester,Seward St and Columbia Ave,0,1
2202280,1/1/2022,Tennessee,Memphis,2889 Austin Peay Hwy,0,1
2203231,1/2/2022,Florida,Orange Park,Bonnilyn Dr and Clermont Ave S,1,0
2202794,1/2/2022,Nevada,Las Vegas,200 block of W Chicago Ave,1,1
2202924,1/2/2022,Connecticut,New Haven,67 Edgewood Ave,0,2
2224806,1/2/2022,Pennsylvania,Philadelphia,4500 block of Lancaster Ave,0,1
2202908,1/2/2022,North Carolina,Laurinburg,300 block of East Vance St,0,3
2202895,1/2/2022,Florida,Homestead,NW Fourth St and Eighth Ave,0,3
2206873,1/2/2022,Oregon,Portland,NW 2nd Ave and Couch St,0,1
2203355,1/2/2022,New York,Brooklyn,488 Dekalb Ave,1,0
2203614,1/2/2022,California,San Leandro,1915 Fairway Dr,0,2
2203605,1/2/2022,Mississippi,Hazlehurst,Larkin St,1,0
2202904,1/2/2022,Ohio,Reynoldsburg,2679 Independence Village Center Dr,0,1
2202701,1/2/2022,North Carolina,Durham,4919 S Miami Blvd,2,0
2232627,1/2/2022,New York,Bronx,Summit Ave and W 164th St,0,1
2202886,1/2/2022,Pennsylvania,Philadelphia,Broad St and Erie Ave,0,1
2203391,1/2/2022,Missouri,Saint Louis,3710 N Grand Blvd,0,2
2202868,1/2/2022,Pennsylvania,Philadelphia,12th St and Glenwood St,0,1
2202879,1/2/2022,Maryland,Baltimore,4000 block of Boarman Ave,0,1
2203036,1/2/2022,Oregon,Portland,NE Morgan St and N Vancouver Ave,1,1
2202864,1/2/2022,Ohio,Cleveland,15600 Terrace Rd,0,1
2203510,1/2/2022,Georgia,Atlanta,Langford Pkwy and Sylvan Rd,0,1
2202853,1/2/2022,Virginia,Yorktown,100 block of Rocky Rd,1,0
2203148,1/2/2022,California,Fresno,Maple Ave and American Ave,0,1
2202901,1/2/2022,Georgia,Forsyth,180 N Lee St,1,0
2202821,1/2/2022,Illinois,Chicago,50 block of W 111th St,0,1
2202819,1/2/2022,New York,Bronx,1806 E Gun Hill Rd,0,1
2202812,1/2/2022,Illinois,Chicago,7500 block of S Clyde Ave,0,1
2208414,1/2/2022,California,San Diego,3800 block of National Ave,0,1
2202792,1/2/2022,Michigan,Detroit,Pembroke Ave and Asbury Park,0,1
2217567,1/2/2022,Texas,Humble,N/A,0,1
2202774,1/2/2022,South Carolina,Cheraw,Brahma Ln,0,1
2203527,1/2/2022,South Carolina,Columbia,1400 block of Shop Rd,0,1
2202939,1/2/2022,Wisconsin,Milwaukee,5120 W Capitol Dr,1,0
2202828,1/2/2022,North Carolina,Raleigh,1100 N Raleigh Blvd,0,1
2202755,1/2/2022,Louisiana,New Orleans,6500 block of I-10 Service Rd,0,1
2202750,1/2/2022,Georgia,Atlanta,3630 Boulder Park Dr,0,1
2202761,1/2/2022,Georgia,Savannah,200 block of W Broughton St,0,2
2202745,1/2/2022,Georgia,Atlanta,370 Northside Dr NW,0,1
2202742,1/2/2022,Alabama,Mobile,Dauphin St and McGregor St,0,1
2203057,1/2/2022,Illinois,Chicago,5500 block of S Aberdeen St,1,0
2203463,1/2/2022,Ohio,Pickerington,200 block of Hill Rd N,1,0
2203300,1/2/2022,Texas,San Antonio,I-35 and Rittiman Rd,0,1
2202912,1/2/2022,Michigan,Detroit,8600 block of Cloverlawn Ave,1,0
2202508,1/2/2022,Illinois,Chicago,2400 block of S Trumbull Ave,1,0
2202725,1/2/2022,Maryland,Baltimore,Guilford Ave and E 22st St,0,1
2202800,1/2/2022,Ohio,Cincinnati,851 Beecher St,1,0
2202706,1/2/2022,Alabama,Huntsville,4500 block of Triana Blvd,0,1
2203068,1/2/2022,Illinois,Bridgeview,9220 S Harlem Ave,0,1
2209738,1/2/2022,Nebraska,Grand Island,500 block of Capital Ave E,0,1
2203227,1/2/2022,Florida,Jacksonville,1801 Kernan Blvd S,1,0
2202684,1/2/2022,District of Columbia,Washington,3rd St NE and Bryant St NE,0,1
2203211,1/2/2022,North Dakota,West Fargo,1072 Parkway Lane,2,0
2203207,1/2/2022,Minnesota,Minneapolis,N Dowling Ave and N 6th St,0,1
2204063,1/2/2022,Texas,Houston,7400 Southwest Fwy,0,1
2204052,1/2/2022,Michigan,Flint,Leland St and S Grand Traverse St,2,0
2202686,1/2/2022,Wisconsin,Milwaukee,2752 N 27th St,0,1
2202797,1/2/2022,Texas,College Station,600 block of Wellborn Rd,0,3
2202600,1/2/2022,Florida,Homestead,600 S Rome Ave,0,1
2203070,1/2/2022,Illinois,Chicago,5200 block of W Van Buren St,1,0
2203153,1/2/2022,Michigan,Grand Rapids (Kentwood),52nd St SE and Division Ave S,0,1
2204043,1/2/2022,New Mexico,Roswell,2700 block of E 17th St,0,1
2202968,1/2/2022,Texas,Fort Worth,300 block of Cromwell St,1,0
2203146,1/2/2022,California,Wildomar,34600 Block of Orange St,1,0
2203141,1/2/2022,California,Oakland,2600 block of Courtland Ave,0,2
2202976,1/2/2022,Texas,Corsicana,1100 block of S 29th St,2,2
2203223,1/2/2022,Connecticut,Norwich,90 North St,1,0
2203923,1/2/2022,Florida,Jacksonville,1010 Dunn Ave,1,0
2203519,1/2/2022,California,Sacramento,5900 block of S Land Park Dr,1,0
2203229,1/2/2022,Florida,Jacksonville,4929 Skyway Dr,1,0
2202624,1/2/2022,Florida,Orlando,1000 Block of Santa Barbara Rd,1,1
2206125,1/2/2022,Arizona,Bullhead City,Arroyo Vista Dr and Joann Ave,1,0
2203084,1/2/2022,Connecticut,Bridgeport,100 block of Marcel St,1,0
2204654,1/2/2022,New Mexico,Albuquerque,11800 Montgomery Blvd NE,1,0
2202858,1/2/2022,Ohio,Columbus,400 block of E Morrill Ave,0,1
2202759,1/2/2022,Louisiana,New Orleans,1300 block of S Carrollton Ave,0,1
2203810,1/2/2022,Louisiana,New Orleans,Washington Ave and Magnolia St,0,1
2204449,1/2/2022,Louisiana,New Orleans,1700 block Elizardi Blvd,0,1
2202627,1/2/2022,California,Los Angeles,Strathern St and Vineland Ave,1,0
2203088,1/2/2022,Connecticut,Hartford,Broad St,0,1
2203027,1/2/2022,Massachusetts,Boston,Lyndhurst St and Washington St,1,2
2203073,1/2/2022,Illinois,Chicago,I-57 and W 119th St,0,3
2202928,1/2/2022,Pennsylvania,Philadelphia,2500 block of N 28th St,1,0
2203060,1/2/2022,Massachusetts,Boston,16 Normandy St,0,1
2203713,1/2/2022,Pennsylvania,Philadelphia,100 block of E Lehigh Ave,0,1
2202512,1/2/2022,Illinois,Chicago,100 block of W 67th St,0,1
2203363,1/2/2022,Florida,Miami,17240 NW 64th Ave,2,0
2203831,1/2/2022,Washington,Lakewood,6100 block of 112th St SW,1,0
2217301,1/2/2022,Washington,Yakima,1701 S 24th Ave,0,0
2203038,1/2/2022,Oregon,Salem,45th Ave NE and Iberis St NE,1,0
2204512,1/2/2022,Pennsylvania,Atglen,400 block of Main St,0,2
2202922,1/2/2022,Ohio,Dayton,4600 block of Sumac Ct,1,0
2203975,1/2/2022,Ohio,Warren,2821 Parkman Rd NW,0,1
2203387,1/2/2022,Ohio,Toledo,2000 block of N Westwood Ave,0,1
2203013,1/2/2022,Alabama,Mobile,University Ave,0,1
2210300,1/2/2022,Ohio,Toledo,400 block of Elmdale St,0,1
2202824,1/2/2022,New York,Rochester,1125 North St,1,0
2202944,1/2/2022,Louisiana,Shreveport,100 block of E Bert Kouns Industrial Loop,1,0
2202727,1/2/2022,Texas,San Antonio,427 Montrose,2,2
2203745,1/2/2022,Oklahoma,Bokoshe,Missouri St,1,0
2203709,1/2/2022,Pennsylvania,Philadelphia,4100 block of Germantown Ave,0,1
2203678,1/2/2022,New York,Poughkeepsie,162 Cannon St,0,1
2203017,1/2/2022,Alabama,Fort Payne,1000 block of Gault Ave N,1,0
2202876,1/2/2022,Pennsylvania,Philadelphia,400 block of Lemonte St,0,1
2203651,1/2/2022,Alabama,Montgomery,4132 Carmichael Rd,0,1
2203015,1/2/2022,Alabama,Mobile,1558 Orange St,0,1
2203642,1/2/2022,Missouri,Saint Louis,8600 block of Oriole Ave,0,1
2203578,1/3/2022,North Carolina,Greensboro,3520 Drawbridge Pkwy,2,0
2203640,1/3/2022,Missouri,Saint Louis,2617 Gravois Ave,1,0
2203620,1/3/2022,Kentucky,Louisville,700 block of S 36th St,0,1
2204352,1/3/2022,California,Red Bluff,14845 Hilltop Dr,1,0
2224792,1/3/2022,Pennsylvania,Philadelphia,600 block of E Indiana Ave,0,1
2203627,1/3/2022,Kentucky,Louisville,1500 block of Beech St,0,1
2224784,1/3/2022,Pennsylvania,Philadelphia,4200 block of Germantown Ave,0,1
2203624,1/3/2022,California,San Jose,1300 block of N 1st St,0,2
2224779,1/3/2022,Pennsylvania,Philadelphia,2500 blocl of N 17th St,0,2
2224773,1/3/2022,Pennsylvania,Philadelphia,2000 block of N 23rd St,0,2
2203689,1/3/2022,Pennsylvania,Philadelphia,4200 block of Parkside Ave,0,2
2203334,1/3/2022,Mississippi,Pike (county),N/A,0,2
2203570,1/3/2022,Indiana,Indianapolis,1600 block of Fogelson Dr,1,0
2204303,1/3/2022,Colorado,Aurora,14400 block of E Colorado Dr,0,1
2203597,1/3/2022,North Carolina,Fayetteville,Cliffdale Rd and Skibo Rd,1,0
2203770,1/3/2022,Pennsylvania,Berwick,232 Moores Hill Rd,0,1
2203593,1/3/2022,Kansas,Ottawa,1000 block of S Ash St,1,0
2203575,1/3/2022,Illinois,Decatur,1300 block of N Water St,0,1
2203525,1/3/2022,Virginia,Roanoke,500 block of Orange Ave NE,0,1
2203120,1/3/2022,Arizona,Mesa,Brown Rd and Val Vista Dr,1,0
2204248,1/3/2022,Nebraska,Kimball,602 S Oak St,1,0
2203545,1/3/2022,New Jersey,Paterson,600 block of E 23rd St,0,2
2205036,1/3/2022,Louisiana,Baton Rouge,2225 College Dr,1,0
2205847,1/3/2022,Illinois,Chicago,12600 block of S Princeton Ave,1,0
2216260,1/3/2022,Arizona,Scottsdale,18513 N Scottsdale Rd,1,0
2229664,1/3/2022,West Virginia,Philippi,115 Pleasants Creek Range Rd,1,0
2203837,1/3/2022,Pennsylvania,Philadelphia,900 block of Magee Ave,1,1
2203539,1/3/2022,South Carolina,Columbia,Greengate Dr,0,1
2203529,1/3/2022,Colorado,Aurora,I-70 and Central Park Blvd,0,1
2208478,1/3/2022,Kentucky,Louisville,Northwestern Parkway and Bank St,1,1
2203435,1/3/2022,Ohio,Cleveland,1400 block of E 118th St,0,3
2203522,1/3/2022,South Carolina,Charleston (James Island),1200 block of Oceanview Rd,1,1
2203397,1/3/2022,Maryland,Oxon Hill,1100 block of Kennebec St,0,1
2208406,1/3/2022,California,Bakersfield,3500 block of Pioneer Dr,0,1
2204321,1/3/2022,Tennessee,Clarksville,2200 block of Ladd Dr,1,0
2203248,1/3/2022,Tennessee,White Pine,3624 Roy Messer Hwy,3,0
2204291,1/3/2022,Idaho,Murphy,16000 block of Rim Rock Ln,1,0
2204173,1/3/2022,Maryland,District Heights,Pennsylvania Ave and Parkland Dr,0,1
2204167,1/3/2022,Texas,Killeen,1900 block of Bacon Ranch Rd,0,2
2203325,1/3/2022,Texas,Hearne,800 block of S Riley St,0,1
2203321,1/3/2022,Texas,Houston,2000 block of Arbor St,0,1
2205649,1/3/2022,Texas,Greenville,4215 Spencer St,1,1
2203317,1/3/2022,Texas,Houston,12700 block of W Houston Center Blvd,0,1
2203312,1/3/2022,Michigan,Detroit,Morang Ave and Roxbury St,0,2
2204134,1/3/2022,North Carolina,Wilmington,4756 Seahawk Landing Dr,0,1
2203306,1/3/2022,Michigan,Flint,E Carpenter Rd and Bellview St,1,0
2203257,1/3/2022,Michigan,Detroit,Faust Ave and Schoolcraft Rd,1,2
2204811,1/3/2022,Florida,Tampa,Linebaugh Ave,1,0
2203262,1/3/2022,Texas,San Antonio,2100 block of Clower St,0,2
2204117,1/3/2022,Wisconsin,Milwaukee (Wauwatosa),2556 N 124th St,1,0
2205759,1/3/2022,Massachusetts,Chicopee,190 East St,1,0
