Incident ID,Incident Date,state,City_Or_County,Address,n_killed,n_injured
2284166,4/21/2022,Florida,Lake Harbor,47225 US-27,2,1
2283949,4/21/2022,Illinois,Chicago,4100 block of W Cullerton St,0,1
2283945,4/21/2022,Illinois,Chicago,50 block of S Laramie Ave,0,1
2283921,4/21/2022,Pennsylvania,Pittsburgh,1700 block of Rhine St,0,1
2283911,4/21/2022,Pennsylvania,Philadelphia,500 block of Marwood Rd,1,0
2286834,4/21/2022,Pennsylvania,Philadelphia,3800 block of N 13th St,0,1
2290954,4/21/2022,Washington,Tacoma,S 19th St and Yakima Ave,1,0
2285393,4/21/2022,North Dakota,Mott,205 Dakota Ave,1,0
2284133,4/21/2022,Ohio,Dayton,2903 W 3rd St,0,1
2284585,4/21/2022,North Carolina,Greensboro,700 block of Jennifer St,0,1
2284583,4/21/2022,North Carolina,Elizabeth City,405 Tatem Ln,0,1
2283987,4/21/2022,Mississippi,Waveland,300 block of Hargett St,1,1
2284566,4/21/2022,Alabama,Birmingham,800 block of Quebec St,0,1
2284369,4/21/2022,Michigan,Detroit,500 block of Watson St,1,0
2293803,4/21/2022,Colorado,Evans,4300 block of 37th St,1,0
2285309,4/21/2022,Alabama,Sheffield,N/A,1,0
2284568,4/21/2022,Alabama,Bessemer,2400 block of Berkely Ave,1,0
2284539,4/21/2022,Mississippi,Mccomb,1000 block of N Live Oak St,0,1
2284528,4/21/2022,Arkansas,Texarkana,915 E Broad St,0,1
2285284,4/21/2022,Virginia,Woodbridge,13964 Jefferson Davis Hwy,0,1
2284392,4/21/2022,Virginia,Henrico,7053 Messer Rd,0,0
2284384,4/21/2022,New York,Laurel,2925 Peconic Bay Blvd,0,1
2284815,4/21/2022,California,Chowchilla,CA-152 and Rd 15 3/4,1,0
2284399,4/21/2022,Virginia,Norfolk,400 block of Monticello Ave,0,1
2285234,4/22/2022,Tennessee,Millington,7866 TN-3,0,1
2284826,4/22/2022,South Carolina,Moncks Corner,McCrystal Cir,0,1
2285654,4/22/2022,California,Los Angeles,I-110 and W Slauson Ave,0,1
2285875,4/22/2022,California,Los Angeles,Poinsettia Pl and Waring Ave,0,1
2285224,4/22/2022,Illinois,Chicago,E 113th St and S Langley Ave,0,1
2285121,4/22/2022,Virginia,Norfolk,1400 block of Shelton Ave,1,0
2285216,4/22/2022,North Carolina,Durham,3700 block of Guess Rd,0,1
2285209,4/22/2022,North Carolina,Roxboro,1396 Graham Dr,1,0
2285127,4/22/2022,North Carolina,Winston Salem (Winston-salem),1200 block of Bethlehem Ln,0,1
2290676,4/22/2022,South Carolina,Dillon,203 US-301 S,1,0
2285369,4/22/2022,Louisiana,New Orleans,4400 block of Downman Rd,1,0
2285363,4/22/2022,Louisiana,Baton Rouge,10530 Florida Blvd,1,0
2285851,4/22/2022,Missouri,Saint Louis,N Broadway and Switzer Ave,0,1
2286753,4/22/2022,New York,Syracuse,500 block of Valley Dr,0,1
2285176,4/22/2022,Minnesota,Saint Paul,500 block of Galtier St,0,1
2285032,4/22/2022,New York,Brooklyn,300 Wortman Ave,0,1
2285153,4/22/2022,Minnesota,Minneapolis,2400 block of Cole Ave SE,0,1
2289255,4/22/2022,Alabama,Autaugaville,200 block of N Pickett St,0,1
2285140,4/22/2022,Michigan,Detroit,13500 Mansfield St,0,2
2285138,4/22/2022,Michigan,Detroit,Wildemere St and Ewald Cir,0,1
2285136,4/22/2022,Michigan,Detroit,Fenkell Ave and Westbrook St,0,1
2285610,4/22/2022,Maryland,Germantown,19500 block of Gunners Branch Rd,1,0
2287648,4/22/2022,Mississippi,Meridian,702 Briarwood Rd,0,0
2285769,4/22/2022,New Jersey,Paterson,16th Ave and Carroll St,0,1
2285118,4/22/2022,North Carolina,Greensboro,I-40 and Freeman Mill Rd,0,2
2284956,4/22/2022,New York,Bronx,E Gun Hill Rd and Webster Ave,1,0
2285111,4/22/2022,Virginia,Newport News,400 block of Manor Rd,0,2
2285003,4/22/2022,North Carolina,Charlotte,Beatties Ford Rd,0,1
2287605,4/22/2022,Virginia,Norfolk,1500 block of Manson St,0,2
2284968,4/22/2022,Illinois,West Chicago,326 Joliet St,0,0
2285073,4/22/2022,North Carolina,Rocky Mount,1111 N Fairview Rd,0,1
2285750,4/22/2022,New Jersey,Irvington,50 block of Kuna Terrace,1,0
2285133,4/22/2022,Texas,Houston,2700 block of Crossview Dr,0,1
2285040,4/22/2022,New York,Brooklyn,N/A,0,1
2284690,4/22/2022,Florida,Tampa,8400 block of 40th St S,0,1
2284985,4/22/2022,North Carolina,Yancey (county),N/A,0,1
2285594,4/22/2022,New York,Coram,Middle Country Rd,0,2
2285715,4/22/2022,New Jersey,Clementon (Lindenwold),400 block of W Park Ave,1,1
2285046,4/22/2022,West Virginia,Bluefield,Roy St,0,2
2285706,4/22/2022,Wisconsin,Milwaukee,S 9th St and W Maple St,0,1
2285699,4/22/2022,Maine,Saco,Market St,1,0
2284939,4/22/2022,Illinois,Chicago,2800 block of S Central Park Ave,0,1
2285158,4/22/2022,Virginia,Petersburg,200 block of Holly Hill Dr,1,5
2284846,4/22/2022,Illinois,Chicago,4500 block of N Central Park Ave,0,1
2287529,4/22/2022,Tennessee,Memphis,Southern Ave and S Highland Ave,0,1
2284927,4/22/2022,Illinois,Chicago,4400 block of S Wood St,0,1
2285005,4/22/2022,Wisconsin,Ridgeville,21375 Lexicon Ave,2,0
2285684,4/22/2022,Vermont,White River Junction,442 N Hartland Rd,0,1
2285602,4/22/2022,Kansas,Topeka,500 block of SW Lane St,1,0
2284919,4/22/2022,District of Columbia,Washington,4000 block of Minnesota Ave NE,0,1
2284912,4/22/2022,District of Columbia,Washington,7000 block of Blair Rd NW,0,1
2284884,4/22/2022,District of Columbia,Washington,999 Howard Rd SE,0,1
2285498,4/22/2022,Georgia,Atlanta,49 Boulevard SE,1,1
2284910,4/22/2022,Wisconsin,Milwaukee (Wauwatosa),11400 W Center St,0,0
2284882,4/22/2022,Wisconsin,Milwaukee,1500 block of W Hopkins St,0,1
2284879,4/22/2022,Illinois,Chicago,900 block E. 78th St,0,1
2285129,4/22/2022,Virginia,Chesapeake,3900 block of Schooner Trail,0,3
2288330,4/22/2022,Washington,Chelan,35 Apple Acres Rd,2,0
2285617,4/22/2022,California,Madera,Solano St and Padre St,1,0
2287904,4/22/2022,Washington,Vancouver,3200 block of Watson Ave,0,1
2285975,4/22/2022,Washington,Arlington,15500 block of 67th Ave NE,0,1
2284997,4/22/2022,Tennessee,Chattanooga,2501 Vine St,0,1
2284693,4/22/2022,Missouri,Saint Louis,4200 N Kingshighway Blvd,1,0
2285634,4/22/2022,California,Fresno,Saginaw Ave and Fruit Ave,0,1
2285632,4/22/2022,South Carolina,Irmo,1400 Old Tamah Rd,0,0
2285626,4/22/2022,Connecticut,Waterbury,N Leonard St,0,2
2285843,4/22/2022,California,San Diego,3500 block of College Ave,0,1
2285423,4/22/2022,Pennsylvania,Philadelphia,1033 Cecil B. Moore Ave,0,2
2285116,4/22/2022,Kentucky,Lexington,3000 block of Sprangler Dr,0,1
2285579,4/22/2022,Colorado,Aurora,Havana St and E 11th Ave,0,2
2285829,4/22/2022,Oklahoma,Oklahoma City (Moore),9501 S I-35 Service Rd,1,0
2285959,4/22/2022,Arizona,Phoenix,2700 block of W Cactus Rd,1,1
2285562,4/22/2022,California,Los Angeles,1400 block of E 77th St,1,0
2284773,4/22/2022,Ohio,Columbus,1700 block of Rainbow Park,1,0
2285546,4/22/2022,Maryland,Hagerstown,100 Block of W Bethel St,0,1
2284970,4/22/2022,Michigan,Detroit,21746 Schoolcraft St,0,1
2285572,4/22/2022,California,Oakland,3300 block of MacArthur Blvd,1,0
2284738,4/22/2022,Ohio,Toledo,4200 block of Airport Hwy,0,1
2285481,4/22/2022,Florida,Tallahassee,Gaines St and Martin Luther King Jr Blvd,0,1
2285348,4/22/2022,Texas,Houston,14300 block of Fern Dr,1,0
2285536,4/22/2022,Indiana,Indianapolis,4000 block of Della St,0,1
2285577,4/22/2022,Colorado,Aurora,13100 E Kansas Dr,1,0
2287277,4/22/2022,Texas,Houston,5901 Selinsky Road,1,0
2285527,4/22/2022,Georgia,Lagrange,516 N Greenwood St,0,0
2285300,4/22/2022,Texas,San Antonio,11210 Potranco Rd,0,2
2285506,4/22/2022,Texas,Fort Worth,3800 block of Earl St,1,0
2285501,4/22/2022,Texas,San Antonio,500 block of W Mitchell St,0,1
2285490,4/22/2022,Georgia,Decatur,2636 Wesley Chapel Rd,0,1
2287234,4/22/2022,Pennsylvania,Philadelphia,500 block of E Indiana Ave,0,1
2284917,4/22/2022,Maryland,Takoma Park,7600 Maple Ave,1,0
2287202,4/22/2022,Pennsylvania,Philadelphia,1000 block of W Schiller St,0,1
2285434,4/22/2022,Pennsylvania,Philadelphia,200 block of N Felton St,0,1
2284677,4/22/2022,Massachusetts,Boston,96 Lawrence Ave,1,1
2287167,4/22/2022,Texas,Austin,6400 block of Garden View Dr,2,0
2285488,4/22/2022,Georgia,Cordele,Seedling Dr,0,1
2287151,4/22/2022,Texas,San Antonio,23203 Bulverde Rd,0,0
2285543,4/22/2022,California,Long Beach,3300 block of Andy St,1,1
2285815,4/22/2022,Oklahoma,Oktaha,9000 S 40th St W,2,0
2284659,4/22/2022,Colorado,Aurora,140 N Del Mar Cir,0,1
2285454,4/22/2022,Indiana,Indianapolis,3300 block of W St Clair St,1,2
2284674,4/22/2022,Florida,Panama City,1914 Frankford Ave,1,0
2285291,4/22/2022,Arkansas,Little Rock,W 18th St and S Pine St,1,0
2295434,4/22/2022,Pennsylvania,Philadelphia,Chew and Brinton st,0,1
2285463,4/22/2022,Florida,Coconut Creek,1400 NW 44th Ave,0,0
2285939,4/22/2022,Alabama,Mobile,300 block of St Charles Ave,1,0
2285456,4/22/2022,Pennsylvania,Mckeesport,Market St and 5th Ave,1,0
2287039,4/22/2022,Pennsylvania,Philadelphia,2000 block of Pickwick St,1,0
2285514,4/22/2022,Georgia,Savannah,4437 Skidaway Rd,0,2
2286155,4/22/2022,Texas,Dallas,2800 block of E Ledbetter Dr,1,0
2286321,4/22/2022,Georgia,Atlanta (East Point),1544 Nabell Ave,1,0
2285465,4/22/2022,Florida,Miami,6851 NE 2nd Ave,0,1
2284904,4/22/2022,District of Columbia,Washington,7th St NW and Kennedy St NW,1,2
2285432,4/22/2022,Pennsylvania,Philadelphia,N 11th Street and Rising Sun Ave,0,1
2285964,4/22/2022,Arizona,Phoenix,35th Ave and Thunderbird Rd,1,0
2285412,4/22/2022,Illinois,Chicago,4000 block of W 5th,0,1
2284596,4/22/2022,Illinois,Chicago,6100 block of S Whipple St,0,1
2285410,4/22/2022,Washington,Seattle,1400 block of E Yesler Way,0,1
2285242,4/22/2022,Ohio,Cincinnati,Kemper Ln and E McMillan St,0,4
2285396,4/22/2022,Oregon,Portland,SW Beaverton Hillsdale Hwy and SW Shattuck Rd,0,1
2285408,4/22/2022,Washington,Edmonds,22127 WA-99,1,0
2286557,4/22/2022,Mississippi,Jackson,Mill St and Amite st,1,2
2285629,4/22/2022,California,Fresno,E St and Ventura St,0,2
2285386,4/22/2022,Mississippi,Jackson,Woody Dr,1,0
2284819,4/22/2022,District of Columbia,Washington,2900 block of Van Ness St NW,1,4
2285365,4/22/2022,Louisiana,Baton Rouge,Avis Ave,0,1
2285977,4/22/2022,Washington,Everett,11700 block of 12th Pl W,0,1
2285352,4/22/2022,Alabama,Slocomb,Audy Ln,0,1
2285908,4/22/2022,Louisiana,Shreveport,3900 block of Chateau Dr,1,2
2285356,4/22/2022,Alabama,Tuskegee,2600 block of Martin L. King Hwy,1,0
2285350,4/22/2022,Texas,Houston,900 block of Ringold St,0,1
2285346,4/22/2022,Texas,Houston,3400 block of Rosalie St,0,1
2285340,4/22/2022,Texas,Houston,300 block of Smith St,0,1
2285289,4/22/2022,Virginia,Norfolk,900 block of Bagnall Rd,0,1
2285391,4/22/2022,North Dakota,Minot,N/A,1,0
2285947,4/22/2022,Alabama,Danville,9235 Danville Rd,0,0
2285263,4/22/2022,Texas,Humble,3500 block of Atascocita Plum Ct,1,0
2285258,4/22/2022,Tennessee,Nashville,Green St,0,1
2285342,4/22/2022,Alabama,Tuscaloosa,4420 21st St,0,1
2285254,4/22/2022,Arkansas,Mayflower,Grassy Lake Rd and Interstate Dr,1,0
2289405,4/22/2022,Georgia,Newnan,Salbide Ave and Dunbar Pl,0,1
2284602,4/22/2022,Arizona,Tucson,Park Ave and University Blvd,1,1
2284860,4/22/2022,California,Sacramento,2901 50th St,0,1
2288563,4/23/2022,Mississippi,Greenwood,1434 Main St S,0,1
2285890,4/23/2022,New York,Cohoes,Willow St,1,0
2285866,4/23/2022,New York,Fishkill,14 Schuyler Blvd,0,2
2286625,4/23/2022,Virginia,Duffield,Robinette Valley Rd,0,3
2294228,4/23/2022,Tennessee,Memphis,Lipford Dr,0,1
2286759,4/23/2022,Michigan,Warren,Jewett Ave and Lorraine Ave,0,1
2287723,4/23/2022,California,San Francisco,Harriet St and Howard St,0,1
2285847,4/23/2022,Illinois,Chicago,5300 block of S Damen Ave,0,1
2285934,4/23/2022,Ohio,Columbus,2845 Noe Bixby Rd,1,0
2285845,4/23/2022,Illinois,Chicago,2400 block of W 25th St,0,1
2285838,4/23/2022,Illinois,Chicago,4400 block of W Adams,0,1
2285831,4/23/2022,Illinois,Chicago,7000 block of S Jeffery,0,1
2286368,4/23/2022,California,Santa Maria,Main St and Hanson Way,1,0
2285598,4/23/2022,New York,Corona (Queens),10-89 Cypress Ave,0,1
2285826,4/23/2022,Illinois,Chicago,100 block of W 83rd St,0,1
2285810,4/23/2022,Illinois,Chicago,N Schraeder Dr,0,1
2285560,4/23/2022,Illinois,Chicago,4700 block of S Cottage Grove Ave,1,0
2285807,4/23/2022,Minnesota,Minneapolis,2800 block of S 5th Ave,0,1
2285800,4/23/2022,Massachusetts,Boston,Norfolk St and Woolson St,0,1
2287328,4/23/2022,California,Richmond,2801 Pullman Ave,1,1
2285752,4/23/2022,New York,Rochester,488 Joseph Ave,0,1
2286397,4/23/2022,Minnesota,Minneapolis,2929 Hennepin Ave,1,0
2285762,4/23/2022,Illinois,Chicago,1400 block of W Wilcox St,0,3
2285794,4/23/2022,Michigan,Detroit,N/A,0,1
2290039,4/23/2022,Connecticut,Bridgeport,1500 block of Stratford Ave,0,1
2285785,4/23/2022,Michigan,Detroit,Rutherford St and Clarita Ave,0,1
2285783,4/23/2022,Michigan,Battle Creek,300 N Washington Ave,0,1
2287492,4/23/2022,Virginia,Hampton,2100 block of N Roger Peed Dr,1,0
2285746,4/23/2022,New Jersey,Newark,Broadway and Grafton Ave,0,1
2286537,4/23/2022,Tennessee,Clarksville,3083 Wilma Rudolph Blvd,0,1
2285772,4/23/2022,Illinois,Chicago,2000 block of W 51st St,2,2
2285759,4/23/2022,Pennsylvania,Philadelphia,1700 block of Saint Paul St,0,2
2285754,4/23/2022,Pennsylvania,Philadelphia,Darrah St and Pratt St,1,0
2285748,4/23/2022,Pennsylvania,Philadelphia,900 block of N Percy St,0,1
2285612,4/23/2022,North Carolina,Rocky Mount,1171 Jefferies Rd,0,4
2286685,4/23/2022,Virginia,Roanoke,900 block of Crescent St,0,1
2285733,4/23/2022,Minnesota,Anoka,78 W Main St,0,1
2286679,4/23/2022,Louisiana,New Orleans,Pritchard Pl and Dante St,0,1
2285658,4/23/2022,New York,Rochester,Moulson St and Nester St,0,1
2287486,4/23/2022,Mississippi,Greenwood,900 block of Broad St,1,0
2285703,4/23/2022,Tennessee,Antioch,2980 Mossdale Dr,1,0
2285711,4/23/2022,New York,Bronx,1702 Clay Ave,1,2
2285701,4/23/2022,Virginia,Stony Creek,N/A,0,1
2289125,4/23/2022,California,Los Angeles,349 E Florence Ave,0,1
2285936,4/23/2022,Ohio,Columbus,1380 Atcheson St,1,1
2286600,4/23/2022,North Carolina,Monroe,1211 Boyte St,1,0
2286001,4/23/2022,Wisconsin,Milwaukee,3540 N 2nd Ln,0,1
2288371,4/23/2022,South Carolina,Cordova,Riley Rd,0,1
2285642,4/23/2022,South Carolina,Greenwood,1436 Main St S,0,1
2286643,4/23/2022,Illinois,Peoria,S McArthur Hwy and W Smith St,0,1
2285638,4/23/2022,South Carolina,Florence,700 Philadelphia Pl,1,0
2287474,4/23/2022,Mississippi,Jackson,200 Rebelwood Dr,1,0
2286137,4/23/2022,Maryland,Forest Hill,1519 Rock Spring Rd,1,0
2287727,4/23/2022,Ohio,Akron,Dayton St and E York St,0,1
2285727,4/23/2022,Minnesota,Minneapolis,Portland Ave and E 41st St,1,0
2285651,4/23/2022,Texas,San Antonio,3100 block of Roosevelt Ave,0,1
2288242,4/23/2022,Indiana,Gary,W 25th Ave and Sherman St,0,1
2286431,4/23/2022,Georgia,Statesboro,66 Packinghouse Rd E,1,0
2291829,4/23/2022,California,Ontario,1100 block of W Brooks St,1,0
2287426,4/23/2022,Colorado,Grand Junction,708 Horizon Dr,1,0
2286566,4/23/2022,South Carolina,Florence,Brunwood Dr,1,0
2286053,4/23/2022,Illinois,Chicago,6200 block of S Francisco Ave,1,0
2286564,4/23/2022,California,San Bernardino,3100 block of Sanchez St,1,0
2285836,4/23/2022,Minnesota,Saint Cloud,6000 block of Cape W Ct,0,1
2286550,4/23/2022,Kentucky,Lexington,Industry Rd and Winchester Rd,0,1
2285389,4/23/2022,Montana,Billings,4910 Southgate Dr,1,0
2286529,4/23/2022,Michigan,Flint,4418 W Pierson Rd,2,0
2286514,4/23/2022,Texas,Channelview,1700 block of Amie Michele Ln,0,1
2286167,4/23/2022,Indiana,Indianapolis,1957 N College Ave,1,0
2287362,4/23/2022,Oklahoma,Tulsa,N/A,0,1
2285646,4/23/2022,Texas,Lubbock,1900 block of 74th St,1,0
2285592,4/23/2022,Colorado,Denver,Lawrence St and 30th St,0,1
2288964,4/23/2022,Kentucky,Versailles,1045 Mundys Landing Rd,0,1
2285570,4/23/2022,New York,Brooklyn,Fulton St and Raph Ave,0,1
2285568,4/23/2022,Colorado,Grand Junction,700 block of Horizon Dr,0,1
2285564,4/23/2022,Ohio,Columbus,700 block of Moon Rd,0,1
2285558,4/23/2022,Maryland,Baltimore,4100 block of 6th St,0,1
2285384,4/23/2022,Indiana,Bloomington,6th St and Lincoln St,0,1
2285550,4/23/2022,California,Los Angeles,2100 block of W Florence Ave,0,1
2286455,4/23/2022,Texas,San Antonio,100 block of Moonlight Terrace,0,1
2288072,4/23/2022,Texas,Fort Worth,9100 block of Heron Dr,1,0
2285492,4/23/2022,Georgia,Atlanta,751 Lee Andrews Dr,0,1
2287289,4/23/2022,Texas,Houston,8600 Woodway Dr,1,0
2285849,4/23/2022,Missouri,Kansas City,4100 block of McGee St,1,0
2287285,4/23/2022,Texas,Houston,5900 block of Greens Rd,1,0
2286285,4/23/2022,Texas,Houston,4620 N Main St,1,0
2285529,4/23/2022,Indiana,Indianapolis,1400 block of Orange St,0,1
2286392,4/23/2022,Texas,Waco,1200 block of Texas St,0,2
2285525,4/23/2022,Indiana,Indianapolis,1200 block of Girls School Rd,0,1
2285519,4/23/2022,Indiana,Indianapolis,5100 block of E 32nd St,0,1
2286383,4/23/2022,Colorado,Pueblo,E 11th St and N Reading Ave,0,1
2287263,4/23/2022,Massachusetts,Haverhill,25 Dover St,0,1
2286370,4/23/2022,Georgia,Augusta,2100 block of B St,1,0
2286003,4/23/2022,Wisconsin,Milwaukee,7909 W Medford Ave,0,1
2285380,4/23/2022,Indiana,Bloomington,320 N Walnut St,0,3
2285494,4/23/2022,Georgia,Atlanta,3179 Peachtree Rd,0,1
2288104,4/23/2022,Arkansas,Little Rock,2000 block of S Monroe St,0,1
2285999,4/23/2022,Wisconsin,Milwaukee,2707 W Burleigh St,1,0
2286233,4/23/2022,California,Los Angeles (East Los Angeles),S Indiana St and Dennison St,1,0
2296176,4/23/2022,Florida,Fort Myers Beach,17170 San Carlos Blvd,1,0
2285860,4/23/2022,Georgia,Atlanta,135 Andrew Young International Blvd NW,0,5
2286209,4/23/2022,District of Columbia,Washington,3200 block of 23rd St SE,0,1
2286225,4/23/2022,Texas,Fort Worth,3828 Stalcup Rd,1,0
2286220,4/23/2022,Maryland,Upper Marlboro,8800 block of Heathermore Blvd,0,1
2286205,4/23/2022,District of Columbia,Washington,2900 block of 7th St NE,0,1
2286268,4/23/2022,Oklahoma,Oklahoma City,SW 59th St and S Western Ave,0,1
2285996,4/23/2022,Wisconsin,Milwaukee,6665 W Lisbon Ave,1,0
2286260,4/23/2022,Pennsylvania,Pittsburgh,2100 block of Wylie Ave,0,1
2286252,4/23/2022,Florida,Tampa,8320 W Hillsborough Ave,1,0
2285521,4/23/2022,Texas,Houston,3525 S Sam Houston Pkwy E,1,0
2286078,4/23/2022,Maryland,Baltimore,1300 block of Pontiac St,1,0
2286115,4/23/2022,Maryland,Crofton,1451 Capitol Raceway Rd,0,2
2286211,4/23/2022,Maryland,Dundalk,1800 block of Walnut Ave,0,1
2286203,4/23/2022,Indiana,Indianapolis,N/A,0,1
2285472,4/23/2022,Florida,Orlando,S Westmoreland Dr,0,1
2286028,4/23/2022,Illinois,Chicago,116 W Hubbard St,0,1
2285640,4/23/2022,South Carolina,Dillon,2300 Block of Kentyre Rd,1,0
2286185,4/23/2022,Indiana,Indianapolis,N Emerson Ave and 38th St,0,2
2286089,4/23/2022,California,San Bernardino,1036 W Highland Ave,1,4
2286178,4/23/2022,Florida,Jacksonville,Beach Blvd,0,1
2286165,4/23/2022,Delaware,Wilmington,800 block of E 26th St,0,1
2285589,4/23/2022,District of Columbia,Washington,800 block of Crittenden St NW,1,1
2286907,4/23/2022,Florida,Jacksonville,Phillips Hwy and Bowden Rd,1,1
2286326,4/23/2022,Colorado,Denver,2205 19th St,1,0
2287576,4/23/2022,Florida,Avon Park,South Carolina Ave,1,0
2287010,4/23/2022,Ohio,Warren,Martin St SW,0,1
2287933,4/23/2022,District of Columbia,Washington,700 block of Morton St,1,0
2286108,4/23/2022,Illinois,Chicago,800 block of W 31st St,0,2
2286085,4/23/2022,Illinois,Chicago,800 block of N Trumbull Ave,0,1
2286080,4/23/2022,Maryland,Baltimore,900 block of Ensor St,0,1
2286949,4/23/2022,Indiana,Indianapolis,N/A,0,1
2285949,4/23/2022,Alabama,Mobile,651 Azalea Rd,2,0
2285430,4/23/2022,Illinois,Chicago,1900 block of S Loomis St,0,1
2285428,4/23/2022,Illinois,Chicago,5700 block of S Artesian Ave,0,1
2289509,4/23/2022,Texas,Canton,N/A,1,0
2286468,4/23/2022,Illinois,Decatur,700 block of W Grand Ave,1,2
2286037,4/23/2022,Texas,Austin,507 E Wonsley Dr,0,1
2285417,4/23/2022,Illinois,Chicago,6400 block of S King Dr,0,1
2285985,4/23/2022,Hawaii,Waimanalo,41-1606 Kalanianaole Hwy,1,0
2285398,4/23/2022,Oregon,Portland,SE 136th Ave and SE Powell Blvd,1,0
2285989,4/23/2022,Wisconsin,Milwaukee,N 29th St and W St Paul Ave,0,1
2285979,4/23/2022,Washington,Seattle,1st Ave S and S Brandon St,0,1
2285981,4/23/2022,Oregon,Medford,1600 N Riverside Ave,0,2
2285967,4/23/2022,Arizona,Phoenix,S 51st Ave and W Baseline Rd,0,2
2285574,4/23/2022,New York,New York (Manhattan),240 W 112th St,0,1
2291496,4/23/2022,Florida,Haines City,600 Ingraham Ave,0,1
2285952,4/23/2022,Arkansas,Stamps,159 Chestnut St,1,0
2293790,4/23/2022,Iowa,Des Moines,1920 Hackley Ave,1,0
2286649,4/23/2022,Tennessee,Springfield,2012 Memorial Blvd,1,1
2287853,4/23/2022,Tennessee,Springfield,15th Ave W and Bessie St,1,1
2285931,4/23/2022,Alabama,Eufaula,S Randolph Ave,1,1
2286435,4/23/2022,Arkansas,Little Rock,5200 block of F St,1,1
2288795,4/23/2022,Florida,Deland,901 S Florida Ave,0,1
2285991,4/23/2022,Wisconsin,Milwaukee,4860 N 50th St,0,1
2285624,4/23/2022,California,Visalia,Sowell Ave and Howard Ave,1,0
2285738,4/23/2022,Louisiana,Lafayette,1300 block of NE Evangeline Thwy,1,0
2285921,4/23/2022,New York,New York (Manhattan),E 125th St and Lexington Ave,0,1
2286429,4/24/2022,Missouri,Florissant,15875 New Halls Ferry Rd,1,0
2286406,4/24/2022,Georgia,Savannah,502 W Bay St,1,1
2289144,4/24/2022,Tennessee,Covington,1200 block of S College St,0,1
2287767,4/24/2022,Ohio,Cleveland,2704 Clark Ave,0,1
2287761,4/24/2022,California,Exeter,Orange Ave,0,1
2287744,4/24/2022,Louisiana,Bastrop,900 block Huey St,0,3
2287729,4/24/2022,California,San Francisco,Ellis St and Hyde St,0,1
2287725,4/24/2022,California,San Francisco,600 block of Geary St,0,1
2287721,4/24/2022,Ohio,Columbus,Parsons Ave and Southwood Ave,0,1
2287708,4/24/2022,California,Novato,7600 Redwood Blvd,0,1
2286779,4/24/2022,Maine,Bangor,190 Harlow St,0,1
2286755,4/24/2022,New York,Elmira,200 block of W Hudson St,0,1
2286511,4/24/2022,Illinois,Chicago,1302 E 71st St,1,0
2286748,4/24/2022,Louisiana,Baton Rouge,2600 block of Stearns St,0,2
2286746,4/24/2022,New York,Syracuse,700 block of Bellevue Ave,0,1
2286183,4/24/2022,Louisiana,Labadieville,LA-398,1,0
2287683,4/24/2022,California,Pittsburg,Kirker Pass Rd and Castlewood Dr,0,1
2286048,4/24/2022,Illinois,Chicago,440 S Pulaski Rd,1,0
2305976,4/24/2022,Texas,Laredo (El Cenizo),4400 block of Exodus Dr,0,1
2286614,4/24/2022,Michigan,Inkster,Hazelwood St and Middlebelt Rd,0,2
2286739,4/24/2022,Michigan,Detroit,N/A,0,2
2286733,4/24/2022,Louisiana,Baton Rouge,10600 block of Browning Dr,0,1
2286727,4/24/2022,Wisconsin,Milwaukee,3018 N 22nd Ave,0,1
2286719,4/24/2022,Minnesota,Saint Paul,Lexington Pkwy N and Hague Ave,0,1
2286703,4/24/2022,Louisiana,New Orleans,1800 block of Touro St,1,0
2287588,4/24/2022,Virginia,Portsmouth,Jefferson St and Roanoke Ave,0,1
2286672,4/24/2022,New York,Buffalo,Dodge St and Gerhardt St,1,1
2287498,4/24/2022,Virginia,Newport News,Chestnut Ave and 34th St,1,0
2304017,4/24/2022,Mississippi,Greenwood,800 Main St,0,3
2316601,4/24/2022,Wisconsin,Milwaukee,2803 N 35th St,0,1
2288442,4/24/2022,New Jersey,Atlantic City,600 block of Raleigh Ave,0,1
2288421,4/24/2022,North Carolina,Durham,Page Rd Ext and US-70,0,1
2287504,4/24/2022,Mississippi,Columbus,Poplar St and Alabama St,1,0
2288413,4/24/2022,New York,Buffalo,Erie St and Marine Dr,1,1
2287508,4/24/2022,Michigan,Jackson,Hudson Ave,0,1
2286946,4/24/2022,Florida,Miami,SW 107th Ave and SW 170th St,1,0
2288393,4/24/2022,North Carolina,Fayetteville,2507 Gillespie St,1,0
2286494,4/24/2022,Illinois,Decatur,1325 N 22nd St,0,3
2287013,4/24/2022,Georgia,Atlanta,4255 Will Lee Rd,1,0
2286363,4/24/2022,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,1,3
2286413,4/24/2022,Texas,Waco,1400 La Salle Ave,0,2
2286609,4/24/2022,Mississippi,Holly Springs,MS-4 and MS-309,1,0
2286012,4/24/2022,Texas,Houston,13711 Westheimer Rd,1,0
2286633,4/24/2022,Tennessee,Knoxville,400 block of Taylor Homes Rd,0,2
2287461,4/24/2022,Colorado,Denver,7800 block of E Smith Rd,0,1
2286607,4/24/2022,New York,Corona (Queens),Hillside Ave and 179th St,0,1
2286433,4/24/2022,Missouri,Saint Louis,2005 N Florissant Ave,1,0
2323725,4/24/2022,Texas,San Antonio,5622 Evers Rd,0,1
